country,city,followers_count,has_mobile,last_seen_platform,political,langs,religion_id,alcohol,smoking,relation,sex,university,age
1.0,1.0,90,1,2.0,,0,0,0.0,0.0,4,1,0,32.506502395619435
1.0,1.0,15,1,1.0,4.0,0,102,,,4,2,326,40.511978097193705
1.0,2.0,6,1,4.0,6.0,1,0,,,4,2,6,43.49349760438057
1.0,1.0,219,1,1.0,5.0,2,102,4.0,2.0,1,1,2,32.837782340862425
1.0,1.0,59,1,7.0,6.0,2,0,3.0,2.0,1,2,316,33.399041752224505
1.0,2.0,485,1,4.0,3.0,1,0,1.0,1.0,4,2,69,38.02327173169061
1.0,1.0,80,1,7.0,,1,0,,,4,1,250,36.26283367556468
1.0,114.0,42,1,1.0,,0,102,,,4,2,740,33.078713210130054
1.0,35.0,78,0,7.0,3.0,0,0,,,4,1,17485,41.25667351129363
1.0,1.0,20,0,7.0,,0,0,,,1,1,244,30.861054072553053
1.0,72.0,74,1,4.0,8.0,0,102,3.0,4.0,4,2,573,32.05201916495551
1.0,2.0,13,1,1.0,,0,0,,,4,2,34,35.38124572210815
1.0,8.0,249,1,4.0,4.0,1,0,,,0,1,920,36.440793976728266
1.0,2.0,575,1,4.0,1.0,3,0,3.0,1.0,4,2,1,53.5441478439425
1.0,2.0,762,1,4.0,8.0,1,0,0.0,2.0,4,1,34,45.848049281314175
1.0,1.0,66,1,2.0,,1,102,3.0,4.0,0,1,231,33.12525667351129
1.0,158.0,31,0,7.0,3.0,0,0,,,6,2,918,30.767967145790553
1.0,49.0,16,1,7.0,,0,0,,,0,2,477,39.838466803559214
1.0,2.0,74,1,4.0,,1,0,0.0,0.0,0,2,56,37.248459958932244
1.0,1.0,44,1,4.0,,0,0,,,4,1,270,33.7741273100616
,,1873,1,7.0,,2,0,0.0,0.0,1,2,0,33.09240246406571
1.0,,69,1,1.0,,1,0,,,0,2,364,100.12320328542093
1.0,87.0,99,1,1.0,,1,0,,2.0,7,2,629,32.662559890485966
1.0,2.0,45,1,4.0,8.0,1,0,3.0,5.0,4,1,60,58.94866529774127
1.0,2.0,44,1,4.0,,0,0,,,4,2,1,40.10403832991102
1.0,123.0,159,1,2.0,,0,0,,,4,1,779,31.266255989048595
1.0,99.0,12,1,4.0,,1,0,,,1,2,671,33.949349760438054
1.0,87.0,434,1,4.0,8.0,1,0,,,4,1,628,37.72210814510609
1.0,2.0,27,1,1.0,3.0,0,0,,,4,2,853,36.963723477070495
1.0,2.0,221,1,1.0,,1,0,,,4,1,1,43.030800821355236
65.0,5267808.0,14,0,7.0,,0,1,,,1,2,1168447,37.20465434633813
1.0,2.0,154,1,2.0,3.0,2,0,0.0,0.0,4,2,56,30.87748117727584
1.0,1.0,24,1,4.0,3.0,0,0,,,0,2,301,36.65434633812457
1.0,122.0,2314,1,4.0,,0,0,0.0,0.0,2,1,771,35.90143737166324
1.0,2.0,33,1,7.0,6.0,0,0,0.0,0.0,4,2,0,37.79876796714579
1.0,2.0,27,0,7.0,8.0,0,0,,,4,2,1173072,43.00068446269678
1.0,78.0,422,1,1.0,,1,0,0.0,0.0,2,1,629,38.79808350444901
1.0,2.0,31,1,4.0,2.0,1,0,,,4,2,294705,35.4798083504449
1.0,185.0,20,1,2.0,,0,0,0.0,0.0,4,1,745,36.18343600273785
1.0,2.0,89,1,4.0,3.0,1,0,0.0,4.0,4,2,0,38.540725530458595
1.0,62.0,67,1,2.0,2.0,0,0,,,4,2,2168,34.40109514031485
1.0,1.0,78,1,2.0,,0,0,0.0,0.0,4,2,265,33.327857631759066
1.0,11671.0,79,1,4.0,,1,0,0.0,0.0,4,2,16759,32.56125941136207
1.0,1.0,49,1,1.0,,0,0,,,0,2,250,30.92950034223135
7.0,1965294.0,16,1,7.0,4.0,1,0,,,1,1,506312,30.702258726899384
1.0,1.0,80,1,4.0,,1,0,,,0,1,242,31.14031485284052
,,270,1,7.0,,2,0,0.0,0.0,0,1,0,32.407939767282684
1.0,1.0,1,1,2.0,,1,0,,,4,2,263,33.01848049281314
1.0,2.0,8,0,7.0,,0,0,,,4,2,862,41.34428473648186
,,20,0,7.0,,1,0,,,0,2,0,30.362765229295007
1.0,1.0,68,1,7.0,,2,0,0.0,2.0,0,2,269,29.7056810403833
1.0,274.0,338,1,2.0,,1,0,,,4,2,252,31.38672142368241
1.0,1.0,96,1,4.0,4.0,1,102,2.0,0.0,4,2,210,31.770020533880906
1.0,35.0,176,1,4.0,8.0,1,0,0.0,0.0,4,2,5916,32.95003422313484
1.0,2.0,85,1,2.0,4.0,1,102,,,0,2,34,34.209445585215605
1.0,2.0,1355,1,7.0,,0,0,0.0,0.0,0,2,0,29.64818617385352
1.0,2.0,200,1,7.0,,1,0,,,4,1,48,42.124572210814506
1.0,2.0,52,0,7.0,,0,0,,,6,1,40,32.295687885010274
1.0,2.0,1184,1,2.0,,1,0,0.0,0.0,0,2,57,26.165639972621488
1.0,73.0,94,0,7.0,3.0,0,0,,,6,2,1170190,38.362765229295
1.0,1.0,29,1,2.0,,0,0,0.0,0.0,0,2,234,32.99110198494182
1.0,1.0,100,1,7.0,,1,1,,,0,2,219,35.23887748117728
1.0,2.0,28,1,1.0,8.0,0,0,,,4,2,1,36.19712525667351
1.0,138.0,230,1,1.0,,2,0,0.0,0.0,4,2,887,34.28336755646817
1.0,2.0,1319,1,7.0,4.0,1,0,4.0,2.0,1,1,36,62.28062970568104
1.0,1.0,34,1,4.0,,2,0,,,2,2,2,29.998631074606433
184.0,1703418.0,96,1,2.0,8.0,1,0,0.0,0.0,4,2,772,45.12251882272415
1.0,2.0,574,1,1.0,6.0,1,0,0.0,2.0,0,2,81,29.242984257357968
1.0,2.0,118,1,4.0,,1,0,0.0,0.0,0,1,16,40.87337440109514
1.0,151.0,1218,1,2.0,,0,0,0.0,0.0,0,1,0,31.67145790554415
1.0,2.0,564,1,7.0,8.0,0,102,0.0,0.0,0,2,1020,54.13278576317591
1.0,2.0,180,1,1.0,,0,0,0.0,0.0,0,1,48,31.770020533880906
1.0,2.0,342,1,4.0,7.0,1,0,0.0,0.0,1,1,1,46.110882956878854
1.0,2.0,182,1,7.0,,1,0,,,1,1,1173072,35.46611909650924
1.0,1.0,118,1,2.0,,0,0,,,4,1,2,31.252566735112936
1.0,72.0,65,1,7.0,,0,0,,,0,2,628,33.054072553045856
1.0,1297.0,70,1,4.0,,0,0,,,0,2,245,33.15263518138261
1.0,42.0,124,1,4.0,3.0,1,0,0.0,0.0,4,1,79355,33.27036276522929
1.0,2.0,18,1,7.0,7.0,0,124,,,4,2,1,46.97604380561259
1.0,1.0,69,1,7.0,2.0,1,200,5.0,2.0,0,2,219,32.36413415468857
1.0,72.0,235,0,2.0,,0,0,,,0,1,0,31.438740588637923
1.0,35.0,259,1,7.0,,1,0,,,1,1,408,28.629705681040388
1.0,2.0,45,1,4.0,,1,0,,,0,2,19191,47.78918548939083
1.0,56.0,9,1,7.0,,0,0,,,2,2,1290,35.994524298425745
1.0,2.0,37,1,7.0,,0,1,,,4,2,56,45.07049965776865
1.0,1.0,28,1,2.0,,1,0,,,4,2,128,39.348391512662566
1.0,2404.0,495,1,4.0,,1,0,0.0,0.0,1,1,9369,33.60438056125941
1.0,18649.0,117,0,2.0,3.0,0,0,,,0,2,219,32.00547570157426
1.0,1.0,40,1,7.0,2.0,0,102,0.0,1.0,4,2,233,37.38535249828885
1.0,1.0,26,1,2.0,,1,201,0.0,0.0,0,2,240,30.49691991786448
1.0,2.0,19,1,7.0,,0,0,0.0,0.0,4,2,1786,44.005475701574255
1.0,1.0,3,1,2.0,4.0,0,0,,,0,2,2,99.17043121149898
1.0,1.0,125,1,2.0,8.0,0,0,,,4,1,259,33.32511978097194
1.0,1.0,42,1,4.0,9.0,2,0,,,7,2,219,32.31759069130732
1.0,2.0,152,1,1.0,,1,0,,,4,2,46,37.18275154004107
1.0,1.0,162,1,1.0,3.0,0,0,,,0,2,219,33.08145106091718
1.0,2.0,10,1,1.0,,0,0,,,1,1,31,55.70704996577686
1.0,1.0,24,1,2.0,,1,0,4.0,2.0,0,2,251,35.00342231348392
1.0,1.0,95,1,7.0,,1,0,,,4,1,947,35.15400410677618
1.0,2.0,42,1,7.0,,1,0,0.0,0.0,6,2,0,33.634496919917865
1.0,2.0,153,1,7.0,3.0,1,102,,,0,2,81,31.433264887063647
1.0,2.0,30,0,7.0,3.0,0,0,,,6,1,0,30.729637234770703
1.0,34.0,72,1,4.0,,1,0,2.0,1.0,0,2,67152,32.20260095824778
1.0,2.0,47,1,7.0,8.0,0,0,,,6,2,71,31.181382614647497
88.0,1976786.0,18,1,2.0,,2,0,0.0,0.0,0,2,499608,35.110198494182065
126.0,4892991.0,153,1,2.0,,0,0,,,0,1,269,31.537303216974678
1.0,1.0,52,1,7.0,,2,0,1.0,1.0,0,2,297,35.67419575633128
1.0,2.0,14,1,1.0,,0,0,,,0,2,64,33.50308008213553
1.0,1.0,159,1,4.0,,0,0,0.0,0.0,0,1,0,29.842573579739906
1.0,72.0,1510,1,2.0,,3,0,0.0,0.0,0,2,574,32.3668720054757
1.0,133.0,9,0,7.0,1.0,0,1,,,2,2,21649,65.95756331279945
1.0,1.0,301,1,4.0,,2,0,0.0,0.0,0,1,301,40.31211498973306
1.0,1.0,282,1,7.0,6.0,0,0,,,1,2,2,33.79876796714579
1.0,1.0,21,1,7.0,,1,0,,,4,1,297,30.417522245037645
1.0,75.0,289,1,1.0,,0,0,,,1,1,602,32.53388090349076
15.0,1223.0,230,1,7.0,,1,0,1.0,,4,1,3624,29.357973990417523
1.0,2.0,22,1,2.0,3.0,0,0,,,4,2,79,62.18480492813142
1.0,1.0,97,1,7.0,4.0,0,0,0.0,0.0,1,2,1070,37.21834360027378
1.0,1.0,44,1,7.0,,0,0,,,0,2,0,34.93223819301848
1.0,2.0,330,1,7.0,3.0,1,102,4.0,3.0,1,2,34,36.10130047912389
1.0,2.0,100,1,4.0,,1,0,,2.0,4,2,2310,36.0
1.0,1.0,195,1,4.0,,0,0,0.0,0.0,0,1,328,30.327173169062284
9.0,1661.0,23,1,1.0,3.0,0,0,,,5,1,0,34.529774127310056
1.0,2.0,311,1,4.0,8.0,0,0,0.0,0.0,4,1,56,39.84394250513347
1.0,8.0,1165,1,2.0,,0,0,,,7,1,440,31.01984941820671
1.0,2.0,4,1,7.0,4.0,0,0,,,4,2,0,59.9151266255989
1.0,2.0,20,1,1.0,3.0,0,0,,,7,2,31,40.69541409993155
1.0,49.0,60,1,2.0,4.0,1,0,4.0,2.0,0,2,6446,32.9719370294319
1.0,60.0,545,1,2.0,,2,0,0.0,0.0,0,2,60,39.14852840520192
1.0,2.0,51,1,4.0,,3,0,0.0,1.0,6,1,55,36.6570841889117
1.0,1.0,85,1,2.0,3.0,1,0,,,1,2,130,32.97741273100616
12.0,1925340.0,7,0,7.0,,0,0,,,4,2,294705,46.69678302532512
1.0,,38,1,7.0,,1,0,0.0,0.0,0,2,265,32.48733744010951
1.0,1.0,50,1,7.0,,1,0,,,4,1,0,30.92676249144421
1.0,2.0,57,1,2.0,,0,0,,,4,2,408,34.99520876112252
1.0,1.0,192,1,4.0,,3,0,3.0,1.0,4,1,208,36.58590006844627
9.0,6575.0,409,1,4.0,,2,0,,,1,1,3415,30.71321013004791
1.0,1.0,28,1,7.0,,0,0,4.0,4.0,0,2,250,33.15263518138261
1.0,2.0,157,1,4.0,,4,0,,,4,1,1,29.117043121149894
1.0,2.0,53,1,1.0,,0,0,,,0,2,31,38.97604380561259
1.0,2.0,12,1,1.0,,1,0,,,0,2,60,37.171800136892536
1.0,1.0,72,1,4.0,,0,0,,,0,2,260,36.027378507871326
1.0,1.0,18,1,4.0,8.0,1,0,,,4,2,304,31.471594798083505
1.0,61.0,795,1,2.0,,1,0,,,4,1,541,30.15195071868583
1.0,1.0,109,1,1.0,,1,0,,,0,1,25,33.609856262833674
9.0,1708303.0,132,1,4.0,,2,0,0.0,4.0,2,2,56,35.983572895277206
1.0,1.0,91,1,1.0,,0,0,,,4,2,207,36.32580424366872
1.0,2.0,1028,1,4.0,8.0,1,0,0.0,0.0,1,2,13928,31.808350444900757
1.0,2.0,816,1,7.0,4.0,1,200,3.0,3.0,0,2,34,36.20260095824778
1.0,2.0,53,0,7.0,8.0,0,0,,,1,1,58,32.82683093771389
1.0,1.0,31,1,7.0,8.0,0,0,,,4,2,189,35.58384668035592
1.0,859.0,116,1,4.0,,1,0,,,1,2,247,31.668720054757014
1.0,2.0,117,1,7.0,1.0,1,129,3.0,2.0,4,2,0,43.36208076659822
1.0,1.0,243,1,1.0,8.0,1,0,,,4,2,269,33.42368240930869
1.0,1.0,318,1,7.0,8.0,6,0,0.0,2.0,0,1,328,32.18343600273785
1.0,1.0,223,1,2.0,,1,0,,,0,1,215,36.93908281998632
1.0,5786.0,3,1,2.0,,1,0,,,0,1,626,53.82888432580425
1.0,2.0,665,1,7.0,,0,0,0.0,0.0,0,2,0,32.38603696098563
3.0,282.0,62,1,1.0,8.0,1,1,,,1,2,94448,37.347022587269
1.0,1.0,159,1,4.0,9.0,2,200,3.0,3.0,4,2,227,34.17385352498289
1.0,1.0,158,1,2.0,6.0,1,102,2.0,2.0,0,1,0,27.082819986310746
1.0,2.0,273,1,7.0,4.0,0,0,0.0,0.0,0,2,21,33.37713894592745
230.0,1925205.0,55,1,1.0,3.0,7,102,,,1,2,219,48.0
1.0,2.0,80,1,4.0,3.0,1,0,,,4,2,15,31.074606433949352
1.0,2.0,26,1,1.0,3.0,1,0,,,0,1,31,33.90006844626968
1.0,2.0,38,1,1.0,3.0,0,0,,,0,2,1173072,38.66666666666666
1.0,2.0,160,1,1.0,3.0,1,102,,,4,2,57,27.589322381930184
,,14,1,2.0,,0,0,0.0,0.0,0,2,0,38.93223819301848
1.0,2.0,20,1,2.0,,0,0,,,0,1,0,35.394934976043814
1.0,2.0,200,1,1.0,,1,0,,,4,2,38,31.991786447638606
1.0,2.0,142,1,4.0,8.0,1,0,2.0,1.0,4,2,2825,36.238193018480494
2.0,185.0,16,0,7.0,2.0,0,1,,,2,2,1032,40.21629021218344
1.0,2.0,288,1,2.0,,1,0,,,4,2,586929,29.242984257357968
1.0,2.0,243,1,1.0,,0,102,,,0,1,1,31.939767282683093
1.0,2.0,90,1,7.0,,0,0,0.0,0.0,4,2,56,29.913757700205334
1.0,1.0,140,1,1.0,,1,0,,,4,2,247,34.13004791238877
1.0,2.0,2,0,2.0,,0,0,,,0,2,0,39.52087611225189
2.0,280.0,23,1,7.0,4.0,0,0,,,4,1,1116,37.681040383299106
1.0,2.0,82,1,4.0,3.0,1,0,2.0,2.0,4,2,62,32.35592060232717
2.0,185.0,23,0,7.0,1.0,0,1,,,3,2,1032,37.02669404517454
1.0,1.0,36,1,4.0,,2,0,,,0,2,207,31.838466803559214
1.0,2.0,448,1,7.0,,1,0,,,4,2,0,43.43874058863793
2.0,9866.0,3,0,7.0,8.0,0,1,,,6,2,23137,36.06023271731691
1.0,2.0,93,1,4.0,3.0,1,0,3.0,3.0,4,2,82,37.686516084873375
1.0,1.0,251,1,7.0,3.0,1,102,5.0,1.0,4,2,319,37.67830253251198
1.0,2.0,19,1,7.0,4.0,2,0,1.0,5.0,4,2,61,31.307323750855574
1.0,1.0,2187,1,4.0,,0,200,0.0,0.0,0,1,204,33.70841889117043
1.0,177.0,304,1,1.0,4.0,0,102,,,4,1,1173072,36.86242299794661
1.0,167.0,24,1,7.0,4.0,0,0,,,4,1,5467,37.60985626283368
1.0,153.0,645,1,2.0,6.0,1,0,2.0,1.0,4,1,895,32.05201916495551
1.0,37.0,15,1,1.0,3.0,0,0,,,0,1,417,35.25530458590007
1.0,144.0,466,1,4.0,,1,0,,,4,2,853,34.527036276522935
1.0,2.0,24,1,7.0,6.0,1,0,,,0,2,1173072,39.668720054757024
1.0,144.0,96,1,4.0,3.0,1,0,4.0,2.0,4,2,852,36.07392197125257
215.0,1933924.0,41,1,2.0,6.0,1,0,,,0,2,0,31.452429842573576
1.0,167.0,28,0,7.0,8.0,0,0,,,4,1,935,36.068446269678304
1.0,2.0,4,1,7.0,1.0,1,0,2.0,2.0,4,2,46,63.561943874058855
1.0,123.0,1073,1,2.0,,1,0,0.0,0.0,0,1,1171,36.6652977412731
1.0,66.0,597,1,4.0,,1,0,0.0,0.0,4,1,554,53.89733059548254
1.0,1.0,15,1,7.0,,1,0,0.0,0.0,1,2,2,34.94866529774127
1.0,,6,1,1.0,,0,0,,,0,2,68,37.639972621492134
1.0,56.0,52,1,7.0,8.0,0,0,,,4,2,1290,38.149212867898704
1.0,2.0,19,1,1.0,,0,0,,,0,1,1173072,41.61806981519507
1.0,1.0,471,1,1.0,,0,0,,2.0,4,1,211,30.822724161533195
1.0,95.0,57,1,7.0,,0,0,,,4,1,653,37.607118412046546
1.0,1.0,40,1,7.0,,2,0,,,0,1,128,32.98288843258043
1.0,2.0,12,0,7.0,,0,0,,,1,2,56,38.568104038329906
8.0,402.0,101,1,1.0,2.0,0,1,,,4,1,122767,50.387405886379184
1.0,2.0,13,1,4.0,5.0,3,0,3.0,3.0,4,2,56,39.53182751540041
1.0,1.0,24,0,7.0,3.0,0,0,,,0,2,0,30.581793292265573
1.0,39.0,752,1,7.0,,0,0,,,4,1,386,37.03764544832307
1.0,1.0,33,0,7.0,,1,0,,,0,1,215,39.1895961670089
1.0,1.0,31,1,2.0,,0,0,0.0,0.0,4,2,236,40.82409308692677
1.0,1.0,67,1,1.0,5.0,1,102,,,0,1,265,35.46611909650924
1.0,167.0,58,1,1.0,3.0,1,0,,,4,2,935,30.809034907597532
1.0,2.0,225,1,1.0,2.0,1,0,,,4,2,56,44.917180013689254
1.0,2.0,42,1,4.0,3.0,0,1,,,4,2,2310,51.37303216974675
1.0,2.0,1823,1,7.0,6.0,2,0,0.0,3.0,7,1,415,47.57837097878165
1.0,1.0,5,1,1.0,,0,0,,,0,2,0,38.888432580424364
1.0,1.0,2332,1,1.0,,1,0,0.0,0.0,3,2,236,32.295687885010274
1.0,1.0,40,1,4.0,,0,0,,,4,2,550,36.02464065708419
1.0,42.0,71,1,1.0,6.0,0,0,0.0,0.0,0,2,453,43.23613963039014
1.0,1.0,30,1,2.0,,1,0,,,0,1,1189222,39.04996577686516
1.0,2.0,92,1,4.0,,0,0,,,4,1,82,34.55167693360712
1.0,2.0,30,1,2.0,6.0,0,0,,,1,1,31,34.663928815879544
1.0,1.0,19,1,1.0,,0,0,2.0,2.0,4,1,268,48.101300479123886
1.0,134.0,5,1,7.0,3.0,1,0,,,4,2,62,42.91307323750856
1.0,123.0,426,1,4.0,,1,0,,,4,1,1171,36.57768651608488
1.0,2.0,26,1,4.0,8.0,2,0,,,4,2,1,42.16563997262149
1.0,2.0,121,1,7.0,,0,0,,,4,2,62,44.095824777549616
1.0,2.0,156,1,7.0,,1,0,,,0,1,0,38.8829568788501
1.0,1.0,19,1,1.0,,0,0,,,4,2,250,36.492813141683776
1.0,1.0,395,1,4.0,8.0,1,0,3.0,,1,1,871,37.16632443531827
1.0,2.0,1368,1,4.0,,0,0,0.0,0.0,0,1,40,36.19438740588638
1.0,2.0,158,1,7.0,3.0,1,0,,,0,2,31,41.94113620807666
1.0,2.0,259,1,4.0,,1,0,0.0,4.0,1,2,0,32.95277207392196
1.0,1.0,178,1,4.0,,0,0,,,0,1,1189222,34.715947980835054
49.0,295.0,1533,1,7.0,6.0,3,0,0.0,2.0,0,1,508725,31.58110882956879
1.0,2.0,11,1,7.0,,1,0,,,4,2,56,44.36413415468857
1.0,1.0,117,1,1.0,4.0,0,0,,,4,1,162,36.71184120465435
1.0,2.0,10,0,3.0,6.0,0,0,,,2,2,2236,57.07871321013004
1.0,99.0,55,1,1.0,,0,1,,,4,2,671,34.08350444900753
1.0,2.0,47,1,7.0,,0,0,,,4,2,1,42.89664613278576
1.0,1.0,13,1,7.0,6.0,0,0,,,0,2,300,38.513347022587276
1.0,1.0,163,1,7.0,,0,129,3.0,1.0,1,2,0,47.663244353182755
1.0,2.0,28,1,7.0,,0,0,0.0,0.0,0,2,0,29.19644079397673
1.0,1.0,181,1,7.0,,0,0,,,0,2,128,31.101984941820675
1.0,2.0,0,1,7.0,3.0,1,0,,,4,2,50,36.96919917864477
1.0,123.0,476,1,7.0,3.0,2,0,4.0,2.0,1,2,8351,31.613963039014372
1.0,172.0,90,1,7.0,3.0,0,0,,,0,2,0,32.265571526351806
1.0,153.0,22,1,7.0,,0,0,,,4,1,6858,35.09377138945928
1.0,2.0,30,1,7.0,3.0,0,0,,,4,2,1,43.49349760438057
1.0,35.0,79,1,4.0,,0,0,,,4,2,408,35.43326488706366
1.0,2.0,34,1,7.0,,1,102,0.0,0.0,4,1,56,37.50308008213553
12.0,1925340.0,19,1,7.0,8.0,1,0,,,1,1,294705,38.40657084188912
1.0,1.0,57,1,1.0,3.0,0,0,,,0,1,134,36.93086926762491
1.0,2.0,50,1,4.0,,1,0,,,4,2,58,35.60848733744011
1.0,1.0,123,1,4.0,3.0,0,0,,,4,2,238,32.41341546885695
1.0,2.0,636,1,4.0,,1,0,,,4,1,1173072,32.23271731690623
1.0,1.0,21,1,4.0,,0,0,,,0,1,264,37.639972621492134
1.0,61.0,464,1,4.0,,1,0,,,7,2,2125,31.69883641341547
1.0,35.0,54,0,7.0,3.0,0,0,,,0,1,408,33.177275838466805
1.0,1.0,32,0,7.0,,0,0,,,1,1,3720,32.884325804243666
1.0,44.0,256,1,2.0,,1,0,0.0,0.0,0,2,0,32.17796030116359
,,25,1,7.0,,1,0,0.0,0.0,0,2,60,52.629705681040384
1.0,2.0,4,0,7.0,8.0,0,0,,,4,2,1786,36.27378507871321
1.0,1.0,46,1,4.0,6.0,0,200,5.0,3.0,4,2,293,34.98699520876112
1.0,2.0,312,1,7.0,,0,0,,,0,1,63,34.97604380561259
1.0,1.0,19,1,7.0,8.0,0,0,,,1,2,269,33.09240246406571
1.0,1054308.0,758,1,4.0,,1,0,0.0,0.0,4,1,679,36.555783709787825
1.0,61.0,384,1,7.0,9.0,2,201,4.0,4.0,1,2,396,32.72826830937714
1.0,2.0,21,0,7.0,1.0,0,0,,,0,2,2236,29.593429158110887
1.0,1.0,35,1,7.0,3.0,0,0,,,3,2,189,35.3264887063655
128.0,3348910.0,28,1,4.0,,0,0,,,0,2,55,42.41204654346338
1.0,66.0,148,1,4.0,,0,0,,,4,2,554,35.364818617385346
1.0,2.0,31,1,7.0,4.0,1,0,,,4,2,68,53.96851471594798
1.0,2.0,32,1,4.0,3.0,0,0,0.0,0.0,4,2,18,36.867898699520886
1.0,2.0,100,1,4.0,5.0,1,0,,,4,2,6,48.101300479123886
1.0,1.0,62,1,1.0,,0,0,,,0,1,1070,36.99657768651608
207.0,1908252.0,480,1,4.0,,1,0,,,4,1,128268,26.650239561943874
1.0,2.0,87,1,2.0,,0,0,,,0,1,1173072,39.31553730321698
1.0,136.0,93,1,4.0,8.0,1,0,,,7,2,43812,29.95756331279945
1.0,2.0,73,1,7.0,3.0,0,0,,,0,1,56,34.26694045174538
1.0,2.0,182,1,2.0,,1,0,0.0,0.0,0,1,1173072,39.813826146475016
1.0,2.0,21,1,1.0,8.0,0,0,,,4,2,68,41.733059548254616
1.0,716.0,8,1,1.0,6.0,1,0,2.0,2.0,4,2,164543,39.101984941820675
1.0,,360,1,2.0,4.0,0,0,0.0,3.0,0,1,62,35.40041067761807
1.0,1611.0,51,1,2.0,4.0,0,0,,,0,2,178362,35.34565366187543
9.0,208.0,1126,1,2.0,,4,0,4.0,2.0,1,2,240,34.83093771389459
1.0,483.0,418,1,2.0,,0,0,,,0,1,0,39.096509240246405
1.0,2.0,84,1,2.0,,2,0,,,1,2,57,34.91581108829569
1.0,35.0,176,1,7.0,,0,0,,,0,2,0,32.046543463381255
1.0,1.0,107,1,4.0,6.0,1,0,,,0,2,334,28.470910335386723
1.0,2.0,16,0,7.0,3.0,0,0,,,0,2,0,32.56673511293634
3.0,282.0,960,1,1.0,3.0,1,102,,,4,1,94448,33.23203285420944
1.0,130.0,562,1,4.0,7.0,1,102,,,4,2,87493,37.44010951403149
1.0,2.0,217,1,7.0,,1,0,0.0,0.0,0,1,0,26.63107460643395
65.0,458.0,71,1,2.0,8.0,0,0,,,4,2,696,31.397672826830934
215.0,1933924.0,16,1,1.0,,0,0,,,4,2,833,35.107460643394944
1.0,1.0,76,1,4.0,,1,0,0.0,0.0,0,1,9837,32.898015058179325
1.0,1.0,364,1,2.0,3.0,1,0,,,4,1,65532,32.898015058179325
1.0,2.0,58,1,7.0,,1,0,0.0,0.0,0,2,33,36.04106776180697
1.0,2.0,16,1,4.0,3.0,1,0,0.0,0.0,4,2,62,40.80219028062971
1.0,2.0,329,1,7.0,,1,0,2.0,2.0,4,1,0,41.259411362080776
1.0,2.0,85,1,7.0,4.0,1,0,0.0,0.0,4,1,1,60.17248459958933
1.0,1.0,62,0,2.0,,0,0,,,4,1,128,34.46132785763176
1.0,5.0,112,1,1.0,,0,0,,,0,2,60,34.92950034223135
1.0,1.0,54,1,7.0,4.0,0,0,,,4,2,696,35.25530458590007
1.0,1.0,134,1,4.0,,1,0,,,0,1,260,35.90143737166324
1.0,1.0,200,1,4.0,,3,0,0.0,2.0,4,2,106,39.641341546885705
1.0,42.0,476,1,2.0,,1,0,0.0,0.0,0,1,0,33.51950718685831
1.0,1611.0,172,1,4.0,,0,0,,,1,2,178362,34.57084188911704
1.0,2.0,36,1,1.0,8.0,0,0,,,4,2,27,39.885010266940455
1.0,2.0,139,1,7.0,,0,0,,,0,2,1,60.27378507871321
1.0,1.0,4,1,7.0,4.0,0,0,,,1,2,333,35.75359342915811
1.0,2.0,40,0,7.0,,0,0,,,0,1,63,39.849418206707725
1.0,93.0,671,1,2.0,,1,0,0.0,0.0,4,2,45662,33.44832306639288
1.0,1.0,755,1,7.0,8.0,1,0,4.0,4.0,7,2,207,34.16290212183436
1.0,1.0,574,1,4.0,6.0,1,102,2.0,3.0,4,2,0,31.657768651608485
1.0,2.0,212,1,7.0,3.0,0,102,3.0,2.0,4,1,1173072,37.404517453798775
1.0,49.0,357,1,4.0,,1,0,,,4,1,471,35.57015742642026
1.0,2.0,72,1,4.0,3.0,2,0,,,0,1,48,34.94318959616701
1.0,2.0,14,1,1.0,,2,0,,,4,2,58,38.33538672142368
1.0,2.0,3,1,7.0,,0,0,,,0,2,66,43.47433264887064
1.0,119.0,5,1,7.0,3.0,3,0,,,4,2,0,34.55715263518138
1.0,2.0,12,0,7.0,,0,0,,,0,1,1173072,36.67898699520876
1.0,130.0,80,1,7.0,,1,0,,,4,2,2862,35.84394250513347
1.0,119.0,19,1,1.0,6.0,0,0,,,0,2,3415,41.97399041752225
1.0,1.0,44,1,7.0,,0,0,,,2,1,3102,30.012320328542096
1.0,2.0,42,1,1.0,,0,0,,,4,2,6,37.91101984941821
1.0,1.0,51,1,7.0,3.0,1,0,0.0,0.0,4,2,2955,42.04243668720055
1.0,,14,1,1.0,,3,0,0.0,0.0,0,1,155,33.49760438056125
1.0,1.0,718,1,2.0,,1,0,0.0,4.0,0,1,178,29.601642710472284
1.0,2.0,18,1,7.0,,0,0,,,0,2,0,46.880219028062974
1.0,1.0,43,1,2.0,8.0,0,0,,,0,2,323,44.533880903490754
1.0,104.0,107,1,7.0,4.0,2,0,1.0,1.0,0,1,696,40.232717316906225
1.0,2.0,40,1,4.0,3.0,0,0,,,4,1,1173072,46.8145106091718
1.0,2.0,304,1,4.0,3.0,1,0,0.0,3.0,4,1,696,36.043805612594106
29.0,10185.0,42,0,7.0,6.0,0,1,,,3,1,29698,78.18480492813141
1.0,2.0,151,1,1.0,,1,0,0.0,0.0,1,1,53,42.04517453798768
1.0,2.0,160,1,2.0,,1,0,,,7,1,1,41.69472963723477
